title,page_title,type_main,type_sub,faction,grade,grade_raw,grade_sort,inner_property,positive_effect_raw,negative_effect_raw,effect_summary_raw,effect_tags,effect_tags_fine,recommend_path_lv1,recommend_path_lv2,recommend_path_lv3,build_bucket_lv1,build_bucket_lv2,build_bucket_source,build_bucket_confidence,requirement_attr_raw,requirement_attainment_raw,performance_note_raw,sources,confidence,notes
狮相劈挂刀,功法/狮相劈挂刀,摧破,刀法,狮相门,7,上·七品,3,金刚,此功法发挥八成威力时，运用者每拥有3个「劈」式，运用者就使敌人被攻击的部位出现1个破绽,此功法发挥八成威力时，运用者的兵器每有1个「劈」式，运用者就对敌人被攻击的部位额外造成相当于此功法所造成的直接伤害的10%的重创伤害,“高来则挂，低来则劈”，谓之“劈挂”也。狮相劈挂刀大开大合，大劈大砍，长短并用，放长击远，凶猛无比，剽悍无前。,威力|命中,辅助|控制|破绽联动|伤势联动,,,,摧破,辅助类,inferred,medium,"膂力：110
体质：50",刀法造诣：200,,功法/狮相劈挂刀,high,目录外功法
一指一品红,功法/一指一品红,摧破,指法,百花谷,7,上·七品,3,玄阴,此功法发挥九成威力时，运用者每拥有3个「点」式，运用者就使敌人被攻击的部位出现1个破绽,此功法发挥九成威力时，运用者的兵器每有2个「点」式，敌人身上的1个随机破绽就额外提高1级,一指一品红出手如电，指力如锥，直取敌人眼目、咽喉、心口、两肋之要害，中者剧毒攻心，血流如柱，正是：“戳指成血洞，遍开一品红”。,威力|命中,辅助|控制|破绽联动,,,,摧破,辅助类,inferred,medium,"灵敏：55
定力：35
悟性：40","指法造诣：200
医术造诣：200",,功法/一指一品红,high,目录外功法
惊梦香,功法/惊梦香,摧破,暗器,空桑派,7,上·七品,3,归元,"开始施展此功法时：敌人距离运用者越近，此功法的施展进度就提高越多；此功法发挥八成威力时，如果敌人的守心低于运用者的动心，立即「打断」敌人的施展、疗伤、驱毒、逃跑
此功法的施展进度增加((功法攻击最大距离-当前距离)/功法攻击范围宽度)*100%","开始施展此功法时：敌人距离运用者越远，此功法的施展进度就提高越多；此功法发挥八成威力时，如果敌人的守心低于运用者的动心，立即「打断」敌人的施展、疗伤、驱毒、逃跑
此功法的施展进度增加((当前距离-功法攻击最小距离)/功法攻击范围宽度)*100%",欲施惊梦香之法，需先暗藏药霜于口鼻之内，临敌之际，则可出其不意，呵出毒气以制敌，中此毒者，如入幻梦，立刻昏厥。,威力|破体|恢复,魔音|辅助|生存|机动|距离控制|回复,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"灵敏：50
体质：40
悟性：40","暗器造诣：200
医术造诣：160
毒术造诣：160",,功法/惊梦香|前期功法推荐,high,
杜鹃啄蛛式,功法/杜鹃啄蛛式,摧破,腿法,空桑派,7,上·七品,3,归元,此功法对敌人每造成1个外伤标记，就使敌人被攻击的部位出现1个封穴,此功法对敌人每造成1个内伤标记，就使敌人被攻击的部位出现1个封穴,杜鹃啄蛛式轻捷灵动，快密跳脱，走转翩翩跹跹，好似足不点地，出腿疾如骤雨，精准无比，乃是以足尖攻击敌人穴道的奇门腿法。,命中,辅助|控制|封穴联动,,,,摧破,辅助类,inferred,medium,"灵敏：75
悟性：55","腿法造诣：200
医术造诣：160
毒术造诣：160",,功法/杜鹃啄蛛式,high,目录外功法
七十二地煞拳,功法/七十二地煞拳,摧破,拳掌,血犼教,7,上·七品,3,归元,开始施展此功法时，敌人“伤坏”的部位越多，此功法的威力就提高越多；此功法发挥八成威力时，使敌人有外伤的腿足“膝踵伤坏”；“膝踵伤坏”者的最大脚力值减半，且受创者腿足的外伤标记达到4个即视为腿足残毁，直到受创者治愈了所有腿足的外伤，此创伤才会消失,开始施展此功法时，敌人“剧痛”的部位越多，此功法的威力就提高越多；此功法发挥八成威力时，使敌人有内伤的腿足“膝踵剧痛”；“膝踵剧痛”者的最大脚力值减半，且受创者腿足的内伤标记达到4个即视为腿足残毁，直到受创者治愈了所有腿足的内伤，此创伤才会消失,七十二地煞拳凶狠异常，乃是专攻下路之猛恶手法，所谓：“抓膝拿踵节节断，剥腨剔股片片离”，自股至踵无不为其所制。,威力|身法|持续|恢复,辅助|生存|机动|伤势联动|回复,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"膂力：80
体质：50","拳掌造诣：200
毒术造诣：160
杂学造诣：160",,功法/七十二地煞拳|前期功法推荐,high,
大夏龙雀百战刀,功法/大夏龙雀百战刀,摧破,刀法,铸剑山庄,7,上·七品,3,纯阳,持续增加运用者所有刀的解封进度；如果运用者使用的兵器为“大夏龙雀刀”，运用者能够在施展此功法的过程中反击、反震敌人，且根据此功法发挥的成数，额外增加“大夏龙雀刀”的解封进度；释放“大夏龙雀刀”的解封时，牺牲解封兵器的耐久或2个「机」式，将敌人击退或拉近最多6距离，至多使敌人处于运用者攻击范围的中心，击退或拉近的距离越多，就为敌人施加越多破绽,持续增加运用者所有刀的解封进度；运用者能够在施展此功法的过程中反击、反震敌人，如果敌我双方有任何人装备有「掌套」，效果加倍，且可在解封任意刀时，大量牺牲解封兵器的耐久及3个任意可用的蓄式，将敌人击退或拉近最多6距离，至多使敌人处于运用者攻击范围的中心，击退或拉近的距离越多，就为敌人施加越多破绽,大夏龙雀百战刀勇猛果决，法度严整，刀势腾空掠地，如风靡草，刀法千锤百炼，渊源深远，非古之利器不足以彰显其威仪。,护体|破体|命中|持续,辅助|生存|控制|机动|破绽联动|反震|距离控制,,,,摧破,辅助类,inferred,medium,"膂力：70
体质：60","刀法造诣：200
锻造造诣：120
制木造诣：120
织锦造诣：120
巧匠造诣：120",,功法/大夏龙雀百战刀,high,目录外功法
三尸断魂掌,功法/三尸断魂掌,摧破,拳掌,五仙教,6,奇·六品,4,紫霞,开始施展此功法时，运用者向敌人施加的毒素会根据敌人烈毒、赤毒、腐毒中中毒量最低的那一项变化，如果变化后向敌人施加的仍是腐毒，此功法的威力提高,开始施展此功法时，运用者向敌人施加的毒素会根据运用者烈毒、赤毒、腐毒中中毒量最低的那一项变化，如果变化后向敌人施加的仍是腐毒，此功法的威力提高,三尸断魂掌阴毒无已，一掌之中共有三种不同的毒质，其一曰“僵”，中者麻木不仁；其二曰“斑”，中者面目乌黑；其三曰“疝”，中者肚破肠穿。,威力,辅助|中毒联动,,,,摧破,辅助类,inferred,medium,"膂力：45
根骨：45
悟性：55","拳掌造诣：250
毒术造诣：250",,功法/三尸断魂掌,high,目录外功法
赤青神火劲,功法/赤青神火劲,摧破,暗器,伏龙坛,6,奇·六品,4,纯阳,开始施展此功法时，向运用者施加一个大幅提高破体的增益状态与一个降低御体的损害状态,开始施展此功法时，向运用者施加一个大幅提高破气的增益状态与一个降低御气的损害状态,诀曰：“左手为阴右手阳，左右互逐阴阳转”。赤青神火劲发力必用双手，所发之暗器受正反两股劲力牵引而疾转，力道成倍剧增，猛逾烈火。,破体,辅助,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"膂力：90
体质：55","暗器造诣：250
品鉴造诣：200
厨艺造诣：200",,功法/赤青神火劲|前期功法推荐,high,
太乙金刀,功法/太乙金刀,摧破,刀法,元山派,6,奇·六品,4,归元,此功法对敌人腿脚造成的直接伤势标记将变化为更难恢复的旧时伤势,此功法对敌人腿脚造成的直接伤害提高45%；此功法发挥一成威力时，将敌人所有封穴的持续时间变化为最大,太乙金刀混沉自然，一气呵成，意合阴阳五行，身走奇门遁甲，刀力既强，变化亦精，人谓之道门刀法之“金华”也。,威力|命中|持续|恢复,辅助|增伤|控制|封穴联动|伤势联动|回复,,,,摧破,辅助类,inferred,medium,"膂力：45
定力：45
根骨：55","刀法造诣：250
道法造诣：250",,功法/太乙金刀,high,目录外功法
六十八式罗汉拳,功法/六十八式罗汉拳,摧破,拳掌,少林派,6,奇·六品,4,金刚,"运用者运起「护体」功法的过程中，可以施展此功法；根据此功法发挥的成数，大幅恢复运用者的「护体」功法的持续时间
发挥威力成数每有一成，便恢复10%运用者的「护体」功法的持续时间","运用者运起「护体」功法的过程中，可以施展此功法；根据此功法发挥的成数，大幅消耗敌人的「护体」功法的持续时间
发挥威力成数每有一成，便损耗10%敌人的「护体」功法的持续时间",六十八式罗汉拳模仿十八罗汉之姿态神通，既有灵活多变之招式，又不离三正守中之根本，可谓刚柔并济，神形完备。,威力|护体|持续|恢复,辅助|资源|回复,,,,摧破,辅助类,inferred,medium,"膂力：35
定力：65
体质：45","拳掌造诣：250
佛学造诣：250","发挥威力成数每有一成，便恢复10%运用者的「护体」功法的持续时间
发挥威力成数每有一成，便损耗10%敌人的「护体」功法的持续时间",功法/六十八式罗汉拳,high,目录外功法
大力金刚指,功法/大力金刚指,摧破,指法,少林派,6,奇·六品,4,金刚,"以此功法攻击敌人时：运用者的破甲大幅提高；此功法发挥九成威力时，将敌人被攻击部位的最多3个破绽与3个封穴变化为外伤标记
运用者的破甲+10加值","以此功法攻击敌人时：运用者的破甲大幅提高；此功法发挥九成威力时，将敌人被攻击部位的最多3个破绽与3个封穴变化为内伤标记
运用者的破甲+10加值",大力金刚指无需借势即能以手指发出千斤之力，可谓力大无穷，厚实刚强至极。以之摧敌筋骨，如断枯槁，破石碎玉，如穿败絮。,威力|命中,辅助|控制|命中触发|封穴联动|破绽联动|穿透,,,,摧破,辅助类,inferred,medium,"膂力：110
定力：35","指法造诣：250
佛学造诣：250",,功法/大力金刚指,high,目录外功法
分花拂柳式,功法/分花拂柳式,摧破,指法,峨眉派,6,奇·六品,4,紫霞,以此功法攻击敌人时，无视敌人被攻击部位的护具；此功法发挥一成威力后，运用者获得4层此效果：运用者攻击敌人时的力道、精妙、迅疾如果低于运用者的卸力、拆招、闪避，以运用者对应的化解的1.5倍替代命中,以此功法攻击敌人时，无视敌人被攻击部位的护具；此功法发挥一成威力后，运用者获得4层此效果：敌人攻击运用者时的力道、精妙、迅疾如果高于敌人的卸力、拆招、闪避，以敌人对应的化解的1.5倍替代命中,所谓：“手如三春杨柳，步如风摆荷叶”。分花拂柳式姿态柔美，飘忽无定，招招手采边门，式式绵里藏针，绝不正面迎敌。,威力|护体|命中|身法|持续,辅助|生存|机动|命中触发|闪避|化解,,,,摧破,辅助类,inferred,medium,"灵敏：65
定力：40
悟性：40","指法造诣：250
道法造诣：200
佛学造诣：200",,功法/分花拂柳式,high,目录外功法
莲花妙剑,功法/莲花妙剑,摧破,剑法,峨眉派,6,奇·六品,4,紫霞,此功法至少对敌人造成1个直接外伤标记或重创标记时，对敌人被攻击的部位造成1个额外的级别更高的封穴,此功法至少对敌人造成1个直接内伤标记或重创标记时，对敌人被攻击的部位造成1个额外的级别更高的封穴,诀曰：“风泽中孚客从主，水火既济虚化实”。莲花妙剑虽招招示弱，避重就轻，却能于无形间牵引敌势随我而动，终于虚极生实，以弱胜强。,命中,辅助|控制|封穴联动|伤势联动,,,,摧破,辅助类,inferred,medium,"灵敏：50
定力：45
悟性：50","剑法造诣：250
道法造诣：200
佛学造诣：200",,功法/莲花妙剑,high,目录外功法
怒目金刚杵,功法/怒目金刚杵,摧破,奇门,无量金刚宗,6,奇·六品,4,金刚,此功法发挥一成威力后，运用者使用的「短杵」受到“怒目金刚”加持：只要运用者手持此「短杵」，运用者对敌人造成的直接外伤标记提高1个,此功法发挥一成威力后，运用者使用的「短杵」受到“怒目金刚”加持：只要运用者手持此「短杵」，运用者对敌人造成的直接内伤标记提高1个,怒目金刚杵共有十八式，威猛厚重，力大无比，刚强可畏，无可摧毁，行功即示现金刚之忿怒状，可谓：“金刚之怒目，霹雳之手段”也。,威力,辅助,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"膂力：110
定力：35","奇门造诣：250
佛学造诣：250",,功法/怒目金刚杵|前期功法推荐,high,门派标准化：金刚宗 -> 无量金刚宗
金刚黑砂掌,功法/金刚黑砂掌,摧破,拳掌,无量金刚宗,6,奇·六品,4,金刚,以此功法攻击敌人时：运用者的破甲大幅增加；根据此功法发挥的成数，向运用者施加一个提高直接外伤的增益状态,以此功法攻击敌人时：运用者的破甲大幅增加；根据此功法发挥的成数，向运用者施加一个提高直接内伤的增益状态,金刚黑砂掌沉雄霸道，两手掌力各不相同，一左一右，一阴一阳，阴力奇冷，阳力奇热，中者冷热煎熬，二力相合则非死也必重伤。,,辅助|命中触发|穿透,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"膂力：80
体质：65","拳掌造诣：250
佛学造诣：250",,功法/金刚黑砂掌|前期功法推荐,high,门派标准化：金刚宗 -> 无量金刚宗
游身八卦掌,功法/游身八卦掌,摧破,拳掌,武当派,6,奇·六品,4,纯阳,战斗开始时，运用者获得0层此效果：运用者每累积移动1距离，此效果增加1层，最多5层，此效果层数越高，运用者施展此功法时需要消耗的提气、架势就越少，运用者的力道、精妙、迅疾就提高越多；此功法施展结束后，此效果减少1层,战斗开始时，运用者获得0层此效果：运用者每累积移动1距离，此效果增加1层，最多5层，此效果层数越高，运用者施展此功法时需要消耗的提气、架势就越少，运用者的卸力、拆招、闪避就提高越多；此功法施展结束后，此效果减少1层,游身八卦掌首重走转步法，所谓：“八卦掌，卦上走，人在卦上变身手”。御敌之际足不停步，掌不离身，随走随变，甚是玄妙精微。,身法|持续,辅助|生存|机动|资源|移动触发|闪避|距离控制,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"灵敏：50
定力：40
根骨：55","拳掌造诣：250
道法造诣：250",,功法/游身八卦掌|前期功法推荐,high,
飞星术,功法/飞星术,摧破,暗器,界青门,6,奇·六品,4,玄阴,运用者以「摧破」击中敌人有破绽的部位时，敌人身上破绽的效果根据运用者拥有的「杀」式数量提高；此功法发挥八成威力时，运用者获得6层此效果：运用者开始施展「摧破」功法时，将运用者的所有「杀」式排列至运用者的蓄式最前列,运用者以「摧破」击中敌人有破绽的部位时，敌人身上破绽的效果根据敌人拥有的「杀」式数量提高；此功法发挥八成威力时，运用者获得6层此效果：运用者开始施展「摧破」功法时，将敌人的所有「杀」式排列至敌人的蓄式最前列,“划为飞电来照物，乍作流星并上空”。以飞星术所发之暗器附有极强的内劲，其势凌厉迅猛，望之白光闪烁，好似一枚飞星。,威力|命中|持续,辅助|控制|破绽联动,,,,摧破,辅助类,inferred,medium,"灵敏：100
根骨：45","暗器造诣：250
弈棋造诣：200
术数造诣：200",,功法/飞星术,high,目录外功法
扁鹊神针,功法/扁鹊神针,摧破,御射,百花谷,6,奇·六品,4,混元,此功法的施展进度达到100%时，运用者对自己进行1次不消耗「疗伤」次数，只能治疗新增伤势「疗伤」，此「疗伤」消除的伤势标记越多，此功法的威力就提高越多,此功法的施展进度达到100%时，运用者对自己进行1次不消耗「驱毒」次数，只能驱除新增毒素的「驱毒」，此「驱毒」消除的中毒标记越多，此功法的威力就提高越多,扁鹊神针乃扁鹊遗技，尤其艰涩难学，其所刺之穴位尽在罕有人知的无名奇脉，经外奇穴。此技法虽已亡佚十之七八，但仍可谓古奥精奇，神乎其技。,威力|恢复,辅助|增伤|生存|资源|中毒联动|伤势联动|回复,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"灵敏：60
定力：40
悟性：45","御射造诣：250
医术造诣：250",,功法/扁鹊神针|前期功法推荐,high,
青花虞美人,功法/青花虞美人,摧破,指法,百花谷,6,奇·六品,4,玄阴,此功法发挥八成威力后，运用者获得10层此效果：运用者以摧破类功法向敌人施加的幻毒由「生毒」提升为「剧毒」、由「剧毒」提升为「奇毒」，且运用者带有幻毒的摧破类功法无法被封禁、打断,此功法发挥八成威力后，运用者获得10层此效果：敌人以摧破类功法向运用者施加的幻毒由「奇毒」降低为「剧毒」、由「剧毒」降低为「生毒」，敌人以带有幻毒的摧破功法攻击运用者时，敌人会受到此功法的部分反噬伤害,“虞美人剧毒，尤以青花者为甚，夺心智，生忧愁，悲痛莫名”。青花虞美人招式华丽，变幻莫测，中者悲从中来，痛不欲生。,威力|反噬|持续,辅助|控制|封禁功法,,,,摧破,辅助类,inferred,medium,"灵敏：60
定力：40
悟性：45","指法造诣：250
医术造诣：250",,功法/青花虞美人,high,目录外功法
玉蝉指,功法/玉蝉指,摧破,指法,空桑派,6,奇·六品,4,归元,开始施展此功法时，运用者向敌人施加的毒素会根据敌人郁毒、寒毒、幻毒中中毒量最低的那一项变化，如果变化后向敌人施加的仍是幻毒，此功法的威力提高,开始施展此功法时，运用者向敌人施加的毒素会根据运用者郁毒、寒毒、幻毒中中毒量最低的那一项变化，如果变化后向敌人施加的仍是幻毒，此功法的威力提高,玉蝉指清雅高洁，寓意深微，出手温和，指力清澈如水，透如明玉，以之点穴截脉，中者固然手足麻痹，内气亦涣散无存。,威力,辅助|中毒联动,,,,摧破,辅助类,inferred,medium,"体质：40
根骨：65
悟性：40","指法造诣：250
医术造诣：200
毒术造诣：200",,功法/玉蝉指,high,目录外功法
三指夺阴爪,功法/三指夺阴爪,摧破,指法,血犼教,6,奇·六品,4,归元,开始施展此功法时，敌人“伤坏”的部位越多，此功法的威力就提高越多；此功法发挥八成威力时，使敌人有外伤的腰腹“腰腹伤坏”；“腰腹伤坏”者的架势无法超过60%，且受创者腰腹的外伤标记达到4个即视为腰腹残毁，直到受创者治愈了所有腰腹的外伤，此创伤才会消失,开始施展此功法时，敌人“剧痛”的部位越多，此功法的威力就提高越多；此功法发挥八成威力时，使敌人有内伤的腰腹“腰腹剧痛”；“腰腹剧痛”者的架势无法超过60%，且受创者腰腹的内伤标记达到4个即视为腰腹残毁，直到受创者治愈了所有腰腹的内伤，此创伤才会消失,三指夺阴爪乃是血犼教最恶名昭彰的狠辣指法，此功易学易练，要旨唯“无耻”二字，其招式尽是低伏窜下，走腋夺阴，中者不免终身残疾，子孙断绝。,威力|持续|恢复,辅助|生存|资源|伤势联动|回复,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"膂力：70
灵敏：75","指法造诣：250
毒术造诣：200
杂学造诣：200",,功法/三指夺阴爪|前期功法推荐,high,
腐尸毒掌,功法/腐尸毒掌,摧破,拳掌,血犼教,6,奇·六品,4,归元,此功法发挥七成威力后，运用者获得10层此效果：运用者以摧破类功法向敌人施加的腐毒由「生毒」提升为「剧毒」、由「剧毒」提升为「奇毒」，且运用者带有腐毒的摧破类功法无法被封禁、打断,此功法发挥七成威力后，运用者获得10层此效果：敌人以摧破类功法向运用者施加的腐毒由「奇毒」降低为「剧毒」、由「剧毒」降低为「生毒」，敌人以带有腐毒的摧破功法攻击运用者时，敌人会受到此功法的部分反噬伤害,取人畜新死之尸体浸泡于毒水之中，待到尸体为毒水所化尽，即可取其毒质用以练功，七七四十九次之后，遂成腐尸毒掌。,威力|反噬|持续,辅助|控制|封禁功法,,,,摧破,辅助类,inferred,medium,"膂力：55
体质：45
根骨：45","拳掌造诣：250
毒术造诣：200
杂学造诣：200",,功法/腐尸毒掌,high,目录外功法
蝎子勾魂脚,功法/蝎子勾魂脚,摧破,腿法,血犼教,6,奇·六品,4,归元,开始施展此功法时，如果运用者的移动速度高于敌人，此功法的威力提高；根据此功法发挥的成数，向运用者施加一个提高移动速度的增益状态,开始施展此功法时，如果运用者的攻击速度高于敌人，此功法的威力提高；根据此功法发挥的成数，向运用者施加一个提高攻击速度的增益状态,蝎子勾魂脚戳打奇准，变化奇速，讲究：“扑前抢后，以快打慢，忽收忽放，以动制静”，招式无不以抢占先机为主，攻势尤其凌厉。,威力|身法,辅助|机动|移动速度,,,,摧破,辅助类,inferred,medium,"膂力：60
灵敏：85","腿法造诣：250
毒术造诣：200
杂学造诣：200",,功法/蝎子勾魂脚,high,目录外功法
巨阙千钧剑,功法/巨阙千钧剑,摧破,剑法,铸剑山庄,6,奇·六品,4,纯阳,持续增加运用者所有剑的解封进度；如果运用者使用的兵器为“巨阙剑”，运用者以此功法攻击敌人时，敌人每有1个破绽，就额外造成一定的重创伤害，且根据此功法发挥的成数，额外增加“巨阙剑”的解封进度；释放“巨阙剑”的解封时，牺牲兵器的耐久或2个「机」式，使运用者获得7层此效果：运用者以摧破功法攻击敌人时，敌人每有1个破绽，就额外造成一定的重创伤害,持续增加运用者所有剑的解封进度；运用者以此功法攻击敌人时，敌人每有1个破绽，就额外造成一定的重创伤害，如果运用者的热情、勇壮赋性均不低于40，效果加倍，且可在解封任意剑时，大量牺牲解封兵器的耐久及3个任意可用的蓄式，使运用者获得7层此效果：运用者以摧破功法攻击敌人时，敌人每有1个破绽，就额外造成一定的重创伤害,巨阙千钧剑仅正反竖劈、左右横扫四式，虽然运剑无比笨拙，但力发千钧，无人能挡。然而寻常铁剑绝难承受如此强力，故而此剑法之神威极难尽显。,命中|持续,辅助|控制|命中触发|破绽联动|伤势联动,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"膂力：65
体质：25
悟性：55","剑法造诣：250
锻造造诣：150
制木造诣：150
织锦造诣：150
巧匠造诣：150",,功法/巨阙千钧剑|前期功法推荐,high,
大炫绝掌,功法/大炫绝掌,摧破,拳掌,伏龙坛,5,秘·五品,5,纯阳,开始施展此功法时，转移运用者与敌人的各1个威力最高的「护体」功法的一部分威力至此功法，持续直到战斗结束,开始施展此功法时，转移运用者与敌人的各1个威力最高的「轻灵」功法的一部分威力至此功法，持续直到战斗结束,所谓“炫绝”：炫者，威势浩大，有火光迸发，炫然有如日月；绝者，其力一吐，绝无回还余地，非力竭势尽不能休止。,威力|护体|持续,辅助,,,,摧破,辅助类,inferred,medium,"膂力：110
体质：50","拳掌造诣：300
品鉴造诣：240
厨艺造诣：240",,功法/大炫绝掌,high,目录外功法
七星刀法,功法/七星刀法,摧破,刀法,元山派,5,秘·五品,5,归元,开始施展此功法时，运用者装备有越多非「刀」但能够施展此功法的兵器，此功法的威力与攻击范围就提高越多,以此功法攻击敌人时，如果运用者使用非「刀」的兵器，敌人的「护体」、「轻灵」功法的特殊效果无法生效,七星刀法共有一百九十六式，与北斗七星在四时当中的诸般变化一一对应，此刀法深沉刚勇，法度严谨，行刀迅若流星，应变奇速。,威力|护体|破体,辅助|命中触发,,,,摧破,辅助类,inferred,medium,"膂力：50
灵敏：60
定力：50","刀法造诣：300
道法造诣：300",,功法/七星刀法,high,目录外功法
大力金刚腿,功法/大力金刚腿,摧破,腿法,元山派,5,秘·五品,5,归元,以此功法攻击敌人时：运用者的破甲大幅增加；根据此功法发挥的成数，将敌人击退最多5距离，如果敌人被击退至敌我最大距离，随机向敌人添加3个级别较高的破绽,以此功法攻击敌人时：运用者的破甲大幅增加；根据此功法发挥的成数，将敌人拉近最多5距离，如果敌人被拉近至敌我最小距离，随机向敌人添加3个级别较高的破绽,大力金刚腿传自西域，出腿刚烈至极，所踏之处，山石崩裂，树倒墙摧，功力精纯者，能在大钟铁鼎之上踏出数寸深的足印。,命中,辅助|控制|机动|命中触发|破绽联动|距离控制|穿透,,,,摧破,辅助类,inferred,medium,"膂力：80
定力：30
体质：50","腿法造诣：300
道法造诣：240
佛学造诣：240",,功法/大力金刚腿,high,目录外功法
文殊大智慧剑,功法/文殊大智慧剑,摧破,剑法,元山派,5,秘·五品,5,混元,开始施展此功法时，运用者装备有越多非「剑」但能够施展此功法的兵器，此功法的威力与攻击范围就提高越多,以此功法攻击敌人时，如果运用者使用非「剑」的兵器，敌人的「护体」、「轻灵」功法的特殊效果无法生效,文殊大智慧剑共有五式，每式皆有五百小变化，五十大变化，所有变化既可分使，又可合而为一，极其深奥，纵有超凡智能者亦不能穷其奥妙。,威力|护体|破体,辅助|命中触发,,,,摧破,辅助类,inferred,medium,"膂力：65
定力：50
悟性：45","剑法造诣：300
佛学造诣：300",,功法/文殊大智慧剑,high,目录外功法
五虎群羊棍,功法/五虎群羊棍,摧破,长兵,少林派,5,秘·五品,5,金刚,运用者运起「护体」功法的过程中，可以从施展进度50%开始无需消耗架势施展此功法,运用者运起「护体」功法的过程中，可以从施展进度50%开始无需消耗提气施展此功法,五虎群羊棍法度严密，气势宏大，运棍之时全身着力，上下左右一体，俯仰进退皆可攻敌，兼之棍力刚猛，临敌直如虎入羊群，威不可当。,护体,辅助|资源,,,,摧破,辅助类,inferred,medium,"膂力：45
灵敏：45
定力：70","长兵造诣：300
佛学造诣：300",,功法/五虎群羊棍,high,目录外功法
灵热掌,功法/灵热掌,摧破,拳掌,无量金刚宗,5,秘·五品,5,金刚,战斗开始时，运用者获得0层此效果：每当运用者获得1点「护体」真气，此效果就提高1层，当此效果累积最多9层时，此功法的威力提高，且运用者能够从施展进度50%开始无消耗施展此功法攻击敌人，随后此效果恢复为0层,战斗开始时，运用者获得0层此效果：每当运用者失去1点「护体」真气，此效果就提高1层，当此效果累积最多9层时，此功法的威力提高，且运用者能够从施展进度50%开始无消耗施展此功法攻击敌人，随后此效果恢复为0层,灵热掌乃是以内气化作内火，再导内火灌注于双掌，以精纯灵热之气损伤敌人之密法。运功之时，掌如钢刀，掌上似有电光灼照。,威力|护体|真气|持续|恢复,辅助|资源|真气获取|真气削减|回复,,,,摧破,辅助类,inferred,medium,"膂力：60
定力：45
根骨：55","拳掌造诣：300
佛学造诣：300",,功法/灵热掌,high,门派标准化：金刚宗 -> 无量金刚宗；目录外功法
金刚降伏刀,功法/金刚降伏刀,摧破,刀法,无量金刚宗,5,秘·五品,5,金刚,此功法发挥九成威力时，如果敌人的「护体」真气不低于初始值，使敌人失去30点「护体」真气，否则失去10点,此功法发挥九成威力时，如果敌人的「护体」真气不低于初始值，运用者自敌人体内吸取15点「护体」真气，否则吸取5点,正所谓：“金刚怒目，所以降伏四魔”。金刚降伏刀具怒目金刚之神力，无比坚固刚强，有摧伏外道之神威，尤其威猛可畏。,威力|护体|真气,辅助|资源,,,,摧破,辅助类,inferred,medium,"膂力：70
定力：45
体质：45","刀法造诣：300
佛学造诣：300",,功法/金刚降伏刀,high,门派标准化：金刚宗 -> 无量金刚宗；目录外功法
错倒阴阳拂尘,功法/错倒阴阳拂尘,摧破,软兵,武当派,5,秘·五品,5,纯阳,此功法造成的直接外伤改由敌人的御气抵挡；施展此功法的过程中，敌人所有的正练「奇窍」功法无法生效，此功法施展结束后，极短时间内封禁敌人所有的正练「奇窍」功法,此功法造成的直接内伤改由敌人的御体抵挡；施展此功法的过程中，敌人所有的逆练「奇窍」功法无法生效，此功法施展结束后，极短时间内封禁敌人所有的逆练「奇窍」功法,错倒阴阳拂尘无比特异：“视之如青丝，着身如利剑；视之如铁尺，着身似灵蛇”，无法以常理预测，乃是颠倒刚柔之形，错乱阴阳之力的奇门拂尘绝技。,,辅助|控制|封禁功法,,,,摧破,辅助类,inferred,medium,"灵敏：60
定力：50
根骨：50","软兵造诣：300
诗书造诣：240
道法造诣：240",,功法/错倒阴阳拂尘,high,目录外功法
乾坤枪法,功法/乾坤枪法,摧破,长兵,狮相门,5,秘·五品,5,金刚,施展此功法的过程中，运用者可以前进最多4距离，且脚力消耗减半，运用者前进的距离越远，此功法的威力就提高越多，运用者每前进0.2距离就能够获得3点「摧破」真气、3点「护体」真气,施展此功法的过程中，运用者可以后退最多4距离，且脚力消耗减半，运用者后退的距离越远，此功法的威力就提高越多，运用者每后退0.2距离就能够获得3点「摧破」真气、3点「护体」真气,乾坤枪法共有六十四式，乃是从先天六十四卦中所化出的奇门枪法，其变化固然奇妙，却也不失狮相门之刚猛作风，可谓虽柔亦刚，刚柔并有。,威力|护体|真气|身法,辅助|机动|资源|移动触发|距离控制,,,,摧破,辅助类,inferred,medium,"膂力：95
灵敏：50
体质：45",长兵造诣：300,,功法/乾坤枪法,high,目录外功法
